query_id,ce_score_1,ce_score_2,ce_score_3,ce_score_4,ce_score_5
triviaqa::olmes:tc_115,0.06053017,0.05180945,0.066231966,0.04301829,0.4818597
triviaqa::olmes:tc_117,0.20466389,0.21936682,0.42522904,0.27099037,0.5298684
triviaqa::olmes:tc_120,0.73081356,0.93337643,0.89665776,0.9337641,0.29491705
triviaqa::olmes:tc_123,0.6428935,0.25689983,0.4245275,0.42762205,0.62806517
triviaqa::olmes:tc_124,0.5781219,0.4906783,0.067535125,0.0023869753,0.5900887
triviaqa::olmes:tc_125,0.8935459,0.937068,0.0043663788,0.04248902,0.018596703
triviaqa::olmes:tc_126,0.9377147,0.9377147,0.9377147,0.946311,0.6252126
triviaqa::olmes:tc_127,0.116785474,0.683612,0.011268734,0.6511761,0.18807508
triviaqa::olmes:tc_128,0.9231613,0.6623628,0.9307689,0.73133045,0.059708916
triviaqa::olmes:tc_130,0.8326364,0.7534141,0.78184056,0.578791,0.793141
triviaqa::olmes:tc_131,0.7207898,0.027226629,0.08400835,0.8047021,0.29001814
triviaqa::olmes:tc_132,0.49173075,0.5630234,0.0041891127,0.09596201,0.15344623
triviaqa::olmes:tc_134,0.8963657,0.92971474,0.8805305,0.75406146,0.9397345
triviaqa::olmes:tc_135,0.5632037,0.3116605,0.36744925,0.41447687,0.3314225
triviaqa::olmes:tc_136,0.7038266,0.39984015,0.21121113,0.52354413,0.31316304
triviaqa::olmes:tc_138,0.8279936,0.42190546,0.0086282315,0.69974107,0.8610501
triviaqa::olmes:tc_139,0.908356,0.9099837,0.74476045,0.92060184,0.92045367
triviaqa::olmes:tc_140,0.9064,0.57530123,0.77444667,0.6414786,0.91925395
triviaqa::olmes:tc_141,0.94272316,0.6028054,0.982757,0.9737824,0.87255013
triviaqa::olmes:tc_145,0.13760738,0.7295105,0.00825647,0.0063063125,0.0027448847
triviaqa::olmes:tc_146,0.7471111,0.52841544,0.36381865,0.43138295,0.9289824
triviaqa::olmes:tc_150,0.7684314,0.6148909,0.9306419,0.6699532,0.61292815
triviaqa::olmes:tc_154,0.6168962,0.28605995,0.560836,0.2848647,0.25719115
triviaqa::olmes:tc_155,0.4987038,0.71472657,0.31138197,0.32092485,0.40632087
triviaqa::olmes:tc_164,0.9631384,0.22127356,0.72435445,0.6352647,0.43996736
triviaqa::olmes:tc_166,0.8531244,0.10168695,0.10168695,0.8105811,0.27372757
triviaqa::olmes:tc_168,0.3304711,0.03544467,0.46256772,0.0969403,0.11353198
triviaqa::olmes:tc_171,0.47655788,0.8847008,0.11272933,0.3893546,0.08900043
triviaqa::olmes:tc_175,0.55612856,0.5445137,0.5125141,0.3363406,0.11959274
triviaqa::olmes:tc_179,0.2885901,0.49188045,0.38270137,0.8251243,0.52371675
triviaqa::olmes:tc_184,0.79946226,0.059549186,0.0756296,0.074812874,0.066893116
triviaqa::olmes:tc_186,0.029264625,0.057841733,0.03707836,0.054971952,0.059051085
triviaqa::olmes:tc_190,0.9374294,0.44922766,0.05449057,0.3943565,0.051953103
triviaqa::olmes:tc_194,0.17665349,0.074001305,0.07455087,0.96661144,0.041599922
triviaqa::olmes:tc_196,0.18429786,0.009361814,0.09815903,0.64677197,0.47653615
triviaqa::olmes:tc_198,0.67749983,0.61610657,0.6229354,0.53434885,0.36083785
triviaqa::olmes:tc_199,0.7468583,0.6573842,0.4032958,0.60261065,0.41577074
triviaqa::olmes:tc_205,0.19910754,0.9048775,0.9387588,0.747706,0.9264698
triviaqa::olmes:tc_206,0.9677169,0.9677169,0.9892517,0.99206185,0.99084747
triviaqa::olmes:tc_207,0.96164024,0.9280722,0.5989405,0.81885105,0.81885105
triviaqa::olmes:tc_209,0.93004173,0.49910894,0.96746004,0.9741644,0.9539756
triviaqa::olmes:tc_210,0.0018199111,0.069488086,0.0049322597,0.030131647,0.0005529947
triviaqa::olmes:tc_211,0.6469424,0.84172004,0.98900723,0.97847444,0.9324593
triviaqa::olmes:tc_212,0.9242764,0.99176157,0.9839691,0.850956,0.99240017
triviaqa::olmes:tc_215,0.96905893,0.95521235,0.9541206,0.98674506,0.88069785
triviaqa::olmes:tc_218,0.992276,0.9644152,0.9523051,0.97009057,0.87638855
triviaqa::olmes:tc_220,0.49148357,0.4976464,0.6718642,0.29025835,0.47658482
triviaqa::olmes:tc_221,0.19235532,0.52271914,0.3364839,0.19744426,0.34018967
triviaqa::olmes:tc_223,0.947058,0.9612966,0.95183086,0.91723126,0.9522809
triviaqa::olmes:tc_224,0.9142012,0.8561486,0.7824859,0.87506175,0.7480496
triviaqa::olmes:tc_225,0.43244117,0.65248674,0.027961472,0.88129574,0.035533004
triviaqa::olmes:tc_227,0.21732077,0.21732077,0.21732077,0.21900235,0.12112537
triviaqa::olmes:tc_228,0.9095297,0.12789348,0.10112616,0.11276997,0.14039776
triviaqa::olmes:tc_229,0.9941631,0.9712389,0.97112614,0.9706764,0.95081156
triviaqa::olmes:tc_230,0.9947443,0.9933743,0.9422058,0.9422058,0.9422058
triviaqa::olmes:tc_231,0.98707134,0.9680512,0.95773625,0.96568996,0.96568996
triviaqa::olmes:tc_232,0.66019607,0.9016353,0.9777045,0.9201775,0.7681909
triviaqa::olmes:tc_235,0.82650894,0.96734995,0.8905316,0.6711022,0.842019
triviaqa::olmes:tc_236,0.9734374,0.9700982,0.91232234,0.9575247,0.98503083
triviaqa::olmes:tc_237,0.9556876,0.9334547,0.98222405,0.98222405,0.9708837
triviaqa::olmes:tc_238,0.56468,0.8155388,0.54753983,0.44024447,0.44074222
triviaqa::olmes:tc_239,0.0100020245,0.02619456,0.025422215,0.0092895925,0.023686383
triviaqa::olmes:tc_240,0.96822506,0.9745457,0.1339468,0.955343,0.98811823
triviaqa::olmes:tc_242,0.92997193,0.9557159,0.8267274,0.95795524,0.71633816
triviaqa::olmes:tc_243,0.4992652,0.32812876,0.0478902,0.08711036,0.13519636
triviaqa::olmes:tc_244,0.09253626,0.109957285,0.47962177,0.10141443,0.086503096
triviaqa::olmes:tc_246,0.14990588,0.96084255,0.13391659,0.061339345,0.0041984306
triviaqa::olmes:tc_247,0.32206973,0.60407305,0.7084893,0.3695725,0.68423826
triviaqa::olmes:tc_248,0.9535378,0.97171247,0.9753827,0.9184474,0.96136814
triviaqa::olmes:tc_249,0.12956835,0.59459895,0.5726678,0.79696923,0.17079854
triviaqa::olmes:tc_252,0.86033183,0.9323809,0.87583697,0.9026189,0.2622956
triviaqa::olmes:tc_256,0.97348964,0.99341786,0.9360518,0.90712404,0.83410573
triviaqa::olmes:tc_257,0.5051279,0.70210403,0.094991654,0.2776775,0.4237533
triviaqa::olmes:tc_258,0.9812717,0.92877793,0.9900767,0.91320014,0.96401334
triviaqa::olmes:tc_259,0.53177756,0.64794886,0.20189506,0.68926984,0.6969307
triviaqa::olmes:tc_260,0.023030056,0.0037606945,0.12344894,0.14955449,0.2648906
triviaqa::olmes:tc_262,0.78540474,0.69635993,0.89155596,0.65258366,0.8146928
triviaqa::olmes:tc_264,0.7812427,0.93495595,0.98833305,0.92325795,0.58778715
triviaqa::olmes:tc_265,0.0010545212,0.0006350638,0.017815925,0.00030853684,0.0006045541
triviaqa::olmes:tc_266,0.9708862,0.9838219,0.9530407,0.86408997,0.7920594
triviaqa::olmes:tc_268,0.3489651,0.31129077,0.055830162,0.26589417,0.56080496
triviaqa::olmes:tc_269,0.9856727,0.98772496,0.9405893,0.19314052,0.98132634
triviaqa::olmes:tc_270,0.078250594,0.5308207,0.24043417,0.17680307,0.7309359
triviaqa::olmes:tc_271,0.5492248,0.48236817,0.6452598,0.90803576,0.06365374
triviaqa::olmes:tc_272,0.7523852,0.942531,0.8198055,0.7750395,0.8625176
triviaqa::olmes:tc_273,0.5248666,0.91324675,0.97377294,0.9585758,0.0110680675
triviaqa::olmes:tc_274,0.21779273,0.21779273,0.21779273,0.21779273,0.36121085
triviaqa::olmes:tc_275,0.25852254,0.25852254,0.3567359,0.85248625,0.57588506
triviaqa::olmes:tc_277,0.8951519,0.9453349,0.44042984,0.6775429,0.6827368
triviaqa::olmes:tc_278,0.059557825,0.9685177,0.045047786,0.79841167,0.9244449
triviaqa::olmes:tc_279,0.38075966,0.65063655,0.53094363,0.40332422,0.6324053
triviaqa::olmes:tc_284,0.4043684,0.0721164,0.07560633,0.10488194,0.029987372
triviaqa::olmes:tc_285,0.844793,0.9607337,0.9679939,0.5565083,0.9722617
triviaqa::olmes:tc_287,0.9830487,0.9607713,0.9633447,0.9879117,0.98584855
triviaqa::olmes:tc_289,0.18997824,0.15061368,0.15061368,0.38717708,0.38717708
triviaqa::olmes:tc_290,0.25440368,0.19394235,0.27072787,0.44419563,0.3264979
triviaqa::olmes:tc_291,0.76399934,0.8639323,0.35403642,0.6664712,0.1835418
triviaqa::olmes:tc_292,0.93886703,0.9534606,0.95292586,0.018813077,0.05293344
triviaqa::olmes:tc_294,0.7260297,0.92168075,0.71055347,0.9319755,0.87519324
triviaqa::olmes:tc_295,0.0228957,0.011936935,0.0011336068,0.015970118,0.009104947
triviaqa::olmes:tc_296,0.97443557,0.91624933,0.72418946,0.8286388,0.8286388
triviaqa::olmes:tc_297,0.25878873,0.075403176,0.16731244,0.35939324,0.12604538
triviaqa::olmes:tc_299,0.47218275,0.34395328,0.047282796,0.07354261,0.24673119
triviaqa::olmes:tc_300,0.97939,0.96969986,0.96931195,0.9546905,0.9629321
triviaqa::olmes:tc_301,0.9890121,0.9826728,0.9826728,0.99005425,0.9895941
triviaqa::olmes:tc_302,0.84404796,0.5739018,0.5739018,0.1903133,0.25184506
triviaqa::olmes:tc_303,0.75686246,0.24289992,0.122168414,0.24548537,0.56131667
triviaqa::olmes:tc_305,0.49581483,0.8053634,0.59177613,0.57820797,0.8140215
triviaqa::olmes:tc_306,0.99164104,0.99108654,0.99154186,0.99126714,0.8179966
triviaqa::olmes:tc_307,0.78428763,0.56244487,0.41195676,0.87378484,0.62163776
triviaqa::olmes:tc_308,0.051223602,0.030852107,0.0042184032,0.043486193,0.031150868
triviaqa::olmes:tc_309,0.94494706,0.9225636,0.44678184,0.83023024,0.85169446
triviaqa::olmes:tc_310,0.5989848,0.7719251,0.9754621,0.6757654,0.94931
triviaqa::olmes:tc_313,0.71823746,0.8774202,0.8470658,0.88020986,0.69651
triviaqa::olmes:tc_314,0.7487315,0.83614886,0.81413007,0.57493836,0.21915577
triviaqa::olmes:tc_315,0.9777141,0.0387547,0.48957402,0.67620456,0.39088276
triviaqa::olmes:tc_317,0.2835112,0.7123327,0.38174042,0.2665187,0.5890299
triviaqa::olmes:tc_318,0.95103705,0.8567489,0.95231366,0.7084322,0.421883
triviaqa::olmes:tc_319,0.34358075,0.34358075,0.15380758,0.22282161,0.36100268
triviaqa::olmes:tc_320,0.11509188,0.5185225,0.33868432,0.025041303,0.74964243
triviaqa::olmes:tc_321,0.7431132,0.0019037704,0.029690057,0.0020879353,0.002821652
triviaqa::olmes:tc_323,0.5383588,0.60991,0.29501346,0.5911987,0.38030663
triviaqa::olmes:tc_324,0.9556333,0.8455242,0.79113024,0.82442504,0.975044
triviaqa::olmes:tc_327,0.76084995,0.1038847,0.1038847,0.1038847,0.93345755
triviaqa::olmes:tc_328,0.056853443,0.0018623079,0.27691016,0.05521722,0.05521722
triviaqa::olmes:tc_329,0.8549898,0.9419528,0.7995498,0.8842279,0.7696967
triviaqa::olmes:tc_330,0.479451,0.46563348,0.39481354,0.93186677,0.10659829
triviaqa::olmes:tc_331,0.967098,0.5165014,0.786142,0.9026468,0.9026468
triviaqa::olmes:tc_332,0.95542,0.93607634,0.9309774,0.5651452,0.8860842
triviaqa::olmes:tc_333,0.5449315,0.14030896,0.10648167,0.06813309,0.0484445
triviaqa::olmes:tc_334,0.9514965,0.9608362,0.9543396,0.9511204,0.944305
triviaqa::olmes:tc_335,0.40116757,0.33701327,0.64790803,0.40291578,0.41105667
triviaqa::olmes:tc_336,0.06427375,0.10142549,0.010795093,0.0053664385,0.027768897
triviaqa::olmes:tc_337,0.6965493,0.03578412,0.050045863,0.66119444,0.04773211
triviaqa::olmes:tc_338,0.38690886,0.46369922,0.3428632,0.6946962,0.3586046
triviaqa::olmes:tc_339,0.6321181,0.36098075,0.32644174,0.57280964,0.49729756
triviaqa::olmes:tc_340,0.9813681,0.9050999,0.8020245,0.94324154,0.9637036
triviaqa::olmes:tc_345,0.021910077,0.016428115,0.050486825,0.04561751,0.002883656
triviaqa::olmes:tc_351,0.09464713,0.21397308,0.35622358,0.113650054,0.075051054
triviaqa::olmes:tc_354,0.029634088,0.032410227,0.015781583,0.8218778,0.00036456104
triviaqa::olmes:tc_355,0.29776585,0.65438265,0.77876043,0.524219,0.73156446
triviaqa::olmes:tc_357,0.7629614,0.7333056,0.7523572,0.83577794,0.84863627
triviaqa::olmes:tc_358,0.6869138,0.6869138,0.6198454,0.64549977,0.73978275
triviaqa::olmes:tc_360,0.3958606,0.5132068,0.47141725,0.64634657,0.34275153
triviaqa::olmes:tc_365,0.7715516,0.97241163,0.4767883,0.90381956,0.8807433
triviaqa::olmes:tc_368,0.88652277,0.6583541,0.17699209,0.51582605,0.16617504
triviaqa::olmes:tc_370,0.003888937,0.016450714,0.019389724,0.011254904,0.014766144
triviaqa::olmes:tc_374,0.7177674,0.79490393,0.790133,0.665803,0.5057244
triviaqa::olmes:tc_381,0.24981733,0.27616176,0.20203735,0.4496562,0.30518293
triviaqa::olmes:tc_384,0.4948765,0.70784926,0.68137234,0.9067998,0.6450542
triviaqa::olmes:tc_385,0.22840364,0.32612643,0.24406466,0.24669158,0.38076234
triviaqa::olmes:tc_386,0.83482844,0.72883296,0.4242491,0.496072,0.53121084
triviaqa::olmes:tc_388,0.9842323,0.9389542,0.9682667,0.9487414,0.9240104
triviaqa::olmes:tc_389,0.50261027,0.88575,0.80067074,0.008128844,0.8953141
triviaqa::olmes:tc_394,0.9373914,0.93346643,0.67694277,0.62603956,0.7200509
triviaqa::olmes:tc_400,0.7075353,0.6316527,0.42105955,0.71158016,0.7444148
triviaqa::olmes:tc_402,0.7865343,0.5095614,0.46830845,0.73916066,0.7430022
triviaqa::olmes:tc_404,0.9692422,0.041120857,0.75154996,0.17958611,0.9459421
triviaqa::olmes:tc_405,0.83307475,0.724846,0.93675363,0.58205885,0.58205885
triviaqa::olmes:tc_412,0.56358,0.48396426,0.38040406,0.5883466,0.29065382
triviaqa::olmes:tc_417,0.1453125,0.0873747,0.13467737,0.12013403,0.058753937
triviaqa::olmes:tc_418,0.20005827,0.20585537,0.1570148,0.26624733,0.17069642
triviaqa::olmes:tc_421,0.06300507,0.0697058,0.09321764,0.041542776,0.021601068
triviaqa::olmes:tc_434,0.79070574,0.9503436,0.93958014,0.3058957,0.77818334
triviaqa::olmes:tc_439,0.044790268,0.007366886,0.04306236,0.01707335,0.08007931
triviaqa::olmes:tc_442,0.8251913,0.8251913,0.78359693,0.6902523,0.656206
triviaqa::olmes:tc_448,0.6816994,0.5514362,0.8195459,0.29326588,0.3290694
triviaqa::olmes:tc_451,0.008696285,0.008696285,0.5606137,0.0020542734,0.005482339
triviaqa::olmes:tc_454,0.99754685,0.45485663,0.5831346,0.918225,0.46982065
triviaqa::olmes:tc_457,0.091917895,0.3960171,0.03539601,0.032482836,0.08427212
triviaqa::olmes:tc_462,0.9704049,0.9849193,0.9870588,0.97190046,0.970832
triviaqa::olmes:tc_467,0.9141942,0.5748293,0.6342756,0.8370268,0.8370268
triviaqa::olmes:tc_474,0.2252354,0.6527868,0.44511336,0.7601372,0.5032421
triviaqa::olmes:tc_476,0.9192021,0.6176891,0.5140064,0.5140064,0.9108741
triviaqa::olmes:tc_477,0.97770375,0.06318133,0.010310772,0.9214444,0.024628308
triviaqa::olmes:tc_479,0.07856678,0.25518167,0.13985196,0.39180824,0.13884193
triviaqa::olmes:tc_481,0.78585565,0.9427061,0.9427061,0.9427061,0.72185767
triviaqa::olmes:tc_483,0.4022589,0.410778,0.410778,0.46667218,0.20053089
triviaqa::olmes:tc_484,0.45866728,0.65013903,0.3649422,0.58420336,0.5362968
triviaqa::olmes:tc_486,0.82767135,0.7632493,0.6725087,0.8813752,0.4848613
triviaqa::olmes:tc_489,0.20689294,0.30669156,0.22885069,0.08454437,0.12187028
triviaqa::olmes:tc_491,0.6861504,0.17389946,0.0978335,0.09726462,0.15671891
triviaqa::olmes:tc_493,0.44834363,0.44834363,0.8847983,0.7445341,0.663261
triviaqa::olmes:tc_494,0.9948295,0.013492347,0.8285624,0.0077442545,0.0032394934
triviaqa::olmes:tc_495,0.17494178,0.16260305,0.103886425,0.14986333,0.111119874
triviaqa::olmes:tc_497,0.6180978,0.25089565,0.14196226,0.36545587,0.05685782
triviaqa::olmes:tc_498,0.90196216,0.45150515,0.9885069,0.49749148,0.91884357
triviaqa::olmes:tc_504,0.19112894,0.556746,0.5964384,0.3815593,0.7058829
triviaqa::olmes:tc_505,0.09062717,0.48195887,0.16380031,0.02378589,0.0074597467
triviaqa::olmes:tc_506,0.7085946,0.20488325,0.63955724,0.75005144,0.87192804
triviaqa::olmes:tc_507,0.075402245,0.014470424,0.011711997,0.10018006,0.30419326
triviaqa::olmes:tc_508,0.26341245,0.069073305,0.14846835,0.105812505,0.01837295
triviaqa::olmes:tc_512,0.63765615,0.8756755,0.03967486,0.021456525,0.021048324
triviaqa::olmes:tc_514,0.04685422,0.21086617,0.042229936,0.087081894,0.04409967
triviaqa::olmes:tc_521,0.995369,0.99251634,0.9953323,0.9678684,0.99263835
triviaqa::olmes:tc_522,0.9886226,0.99136716,0.99278134,0.99239856,0.9947956
triviaqa::olmes:tc_523,0.08607112,0.18839741,0.10438312,0.004777183,0.0049589947
triviaqa::olmes:tc_524,0.8187544,0.83064663,0.86740196,0.55928,0.9521605
triviaqa::olmes:tc_526,0.112333775,0.70158696,0.62111324,0.050848704,0.256133
triviaqa::olmes:tc_527,0.29186445,0.72199625,0.8441516,0.1679645,0.87860125
triviaqa::olmes:tc_528,0.7292821,0.8089927,0.7635331,0.7434318,0.670792
triviaqa::olmes:tc_531,0.9412832,0.9571348,0.800703,0.92855203,0.97723365
triviaqa::olmes:tc_534,0.9181813,0.94989145,0.46779555,0.9392849,0.7317885
triviaqa::olmes:tc_535,0.020437066,0.057952978,0.22022246,0.17283198,0.025604138
triviaqa::olmes:tc_536,0.6047669,0.8307042,0.6916977,0.554866,0.7771799
triviaqa::olmes:tc_545,0.890952,0.96966124,0.88974476,0.95096785,0.95096785
triviaqa::olmes:tc_546,0.9149757,0.8201835,0.8979137,0.90458274,0.49277827
triviaqa::olmes:tc_547,0.9756669,0.9844007,0.9843353,0.96937525,0.9566103
triviaqa::olmes:tc_550,0.8246391,0.18772379,0.124417886,0.8505774,0.27761954
triviaqa::olmes:tc_553,0.56557184,0.9091124,0.9181737,0.6694783,0.8085844
triviaqa::olmes:tc_555,0.17052484,0.49647322,0.07393262,0.4600602,0.66583216
triviaqa::olmes:tc_560,0.1498183,0.21853667,0.12674773,0.012793096,0.20782672
triviaqa::olmes:tc_562,0.9931947,0.9894509,0.9872946,0.9855906,0.9616709
triviaqa::olmes:tc_565,0.059017424,0.16436003,0.44273046,0.018559825,0.0011619771
triviaqa::olmes:tc_566,0.016542118,0.042469613,0.033637647,0.029232213,0.07783575
triviaqa::olmes:tc_567,0.8837001,0.78839767,0.71392566,0.83377475,0.8491129
triviaqa::olmes:tc_569,0.95540065,0.9348858,0.9486105,0.9486105,0.95134056
triviaqa::olmes:tc_570,0.5692536,0.52112246,0.33939397,0.19583713,0.19583713
triviaqa::olmes:tc_571,0.3061469,0.046756912,0.47120678,0.3137197,0.087474614
triviaqa::olmes:tc_572,0.4742809,0.42064962,0.11373504,0.2148532,0.21764667
triviaqa::olmes:tc_574,0.9753456,0.96315897,0.96315897,0.9635633,0.97373146
triviaqa::olmes:tc_575,0.115919314,0.47222066,0.011854656,0.67372,0.36429715
triviaqa::olmes:tc_576,0.909331,0.57448006,0.3676572,0.8916003,0.91201794
triviaqa::olmes:tc_577,0.7073746,0.19846974,0.063804686,0.5793058,0.5108969
triviaqa::olmes:tc_578,0.8864289,0.9298808,0.8672676,0.8872252,0.78314877
triviaqa::olmes:tc_579,0.99077505,0.88854325,0.9866998,0.97520036,0.950157
triviaqa::olmes:tc_581,0.74689907,0.54497576,0.17654236,0.61142427,0.3138862
triviaqa::olmes:tc_582,0.88427377,0.8750301,0.14369774,0.058857273,0.12534802
triviaqa::olmes:tc_584,0.99041665,0.9940864,0.9964301,0.98817235,0.995492
triviaqa::olmes:tc_589,0.5297078,0.34870583,0.10384015,0.07956551,0.33021984
