query_id,ce_score_1,ce_score_2,ce_score_3,ce_score_4,ce_score_5
triviaqa::olmes:tc_462,0.9911561,0.99727815,0.9951486,0.9906883,0.9925619
triviaqa::olmes:tc_479,0.072938584,0.026107345,0.1266568,0.34039822,0.13977829
triviaqa::olmes:tc_486,0.91142726,0.7700957,0.8121768,0.94487643,0.51562893
triviaqa::olmes:tc_489,0.33307076,0.26594862,0.24118152,0.08133492,0.16532904
triviaqa::olmes:tc_494,0.9913623,0.010891828,0.831642,0.011232284,0.008923684
triviaqa::olmes:tc_504,0.08698933,0.53261113,0.75628144,0.20674881,0.7446828
triviaqa::olmes:tc_505,0.024152832,0.8127374,0.34506792,0.031584494,0.008254896
triviaqa::olmes:tc_508,0.43279365,0.08937727,0.2743117,0.17079501,0.029379867
triviaqa::olmes:tc_514,0.031513676,0.28695586,0.04373593,0.11517692,0.039659347
triviaqa::olmes:tc_521,0.99494016,0.98661834,0.9935109,0.9882216,0.9888664
triviaqa::olmes:tc_531,0.95684355,0.97841734,0.9417463,0.95150584,0.98528373
triviaqa::olmes:tc_536,0.6963705,0.87760687,0.51766473,0.5579987,0.69635624
triviaqa::olmes:tc_545,0.9533134,0.98626524,0.8817186,0.9545472,0.9545472
triviaqa::olmes:tc_546,0.93394876,0.76814,0.86189944,0.87143433,0.53521675
triviaqa::olmes:tc_560,0.18164289,0.32902175,0.08679683,0.010334652,0.25397673
triviaqa::olmes:tc_570,0.71755815,0.83215314,0.43238434,0.12946253,0.12946253
triviaqa::olmes:tc_579,0.9842122,0.9293521,0.9760834,0.93022645,0.92623085
triviaqa::olmes:tc_582,0.9535872,0.9534896,0.15180326,0.066257246,0.09101324
triviaqa::olmes:tc_589,0.50224364,0.306388,0.08443353,0.06283773,0.30133417
triviaqa::olmes:tc_591,0.8985923,0.62527823,0.8933648,0.86930525,0.9074527
triviaqa::olmes:tc_592,0.34697115,0.53046453,0.3166971,0.13570434,0.43055668
triviaqa::olmes:tc_594,0.67815304,0.49973515,0.32044342,0.18575315,0.7764084
triviaqa::olmes:tc_598,0.96747386,0.98479456,0.9365893,0.9365893,0.9365893
triviaqa::olmes:tc_605,0.84276193,0.9107506,0.9830617,0.98320144,0.98320144
triviaqa::olmes:tc_617,0.3012853,0.3012853,0.12941308,0.4548661,0.46681756
triviaqa::olmes:tc_619,0.08544742,0.00026710387,0.00023706046,0.00044675948,0.009521568
triviaqa::olmes:tc_621,0.6863473,0.13647574,0.568413,0.3797376,0.062276494
triviaqa::olmes:tc_623,0.82088643,0.9680581,0.2823524,0.955449,0.52113503
triviaqa::olmes:tc_624,0.943617,0.7350886,0.8378496,0.21484193,0.29598993
triviaqa::olmes:tc_629,0.9641699,0.98093855,0.8295091,0.88515306,0.25129932
triviaqa::olmes:tc_637,0.9888616,0.6207791,0.98777986,0.7564288,0.96764493
triviaqa::olmes:tc_642,0.0044761267,0.012884733,0.0029657937,0.014421966,0.00075302983
triviaqa::olmes:tc_649,0.9508331,0.93780947,0.5288553,0.9590601,0.9224142
triviaqa::olmes:tc_652,0.85145986,0.47435567,0.9059822,0.36273524,0.82291543
triviaqa::olmes:tc_663,0.24790044,0.20848483,0.272076,0.1876713,0.007855785
triviaqa::olmes:tc_673,0.88129115,0.86759824,0.6337109,0.84353256,0.8914429
triviaqa::olmes:tc_676,0.61274654,0.2672837,0.7622228,0.13509098,0.7341433
triviaqa::olmes:tc_677,0.8192434,0.8192434,0.7490344,0.8107985,0.8107985
triviaqa::olmes:tc_684,0.08483288,0.024247527,0.0024898802,0.03714264,0.013304694
triviaqa::olmes:tc_692,0.006329132,0.0029216504,0.0013961351,0.010245362,0.00231235
triviaqa::olmes:tc_697,0.9811607,0.9819401,0.9689023,0.9856851,0.87910306
triviaqa::olmes:tc_706,0.07491569,0.0011073649,0.024505991,0.02173083,0.03333783
triviaqa::olmes:tc_707,0.08564729,0.3379788,0.015919713,0.04366797,0.046018787
triviaqa::olmes:tc_708,0.0134245595,0.02527722,0.029801378,0.011050379,0.08680353
triviaqa::olmes:tc_711,0.96053755,0.8959085,0.9508195,0.93749106,0.9034373
triviaqa::olmes:tc_712,0.032098215,0.06940817,0.6888702,0.46408674,0.62325597
triviaqa::olmes:tc_716,0.44793895,0.44793895,0.6418971,0.5725726,0.19892575
triviaqa::olmes:tc_722,0.35203677,0.7884346,0.010320767,0.5437227,0.029875124
triviaqa::olmes:tc_727,0.9928911,0.99428296,0.98941946,0.9924434,0.99049276
triviaqa::olmes:tc_729,0.8256101,0.33994648,0.9517277,0.6094007,0.011764724
triviaqa::olmes:tc_730,0.38903832,0.39159185,0.39159185,0.39159185,0.39159185
triviaqa::olmes:tc_732,0.70389616,0.85165113,0.7776641,0.8954536,0.25670645
triviaqa::olmes:tc_742,0.023988046,0.0049424483,0.016079223,0.004883111,0.0041717715
triviaqa::olmes:tc_744,0.98845625,0.8967084,0.96204257,0.94987583,0.48343936
triviaqa::olmes:tc_745,0.22231038,0.14852208,0.091629565,0.08681648,0.13792667
triviaqa::olmes:tc_754,0.058078922,0.18672292,0.04327474,0.034074496,0.016915096
triviaqa::olmes:tc_760,0.90279734,0.44536114,0.92295986,0.92295986,0.92295986
triviaqa::olmes:tc_763,0.6794475,0.67843324,0.41802475,0.43345475,0.030194549
triviaqa::olmes:tc_764,0.90522015,0.36323088,0.7745963,0.92877054,0.90072775
triviaqa::olmes:tc_765,0.41421297,0.5346045,0.06298017,0.8787959,0.110433266
triviaqa::olmes:tc_767,0.8347211,0.430826,0.5644312,0.30630106,0.3499889
triviaqa::olmes:tc_770,0.9867446,0.76420623,0.8776954,0.78007543,0.6641706
triviaqa::olmes:tc_771,0.9634574,0.20584022,0.93687445,0.6328374,0.91409254
triviaqa::olmes:tc_773,0.73399264,0.587365,0.72737396,0.7642336,0.79359037
triviaqa::olmes:tc_775,0.94817954,0.09097972,0.9900587,0.4547585,0.14847818
triviaqa::olmes:tc_777,0.9607774,0.9344272,0.9672124,0.72387934,0.75303364
triviaqa::olmes:tc_780,0.7925725,0.76669425,0.40120104,0.6013133,0.15399036
triviaqa::olmes:tc_782,0.027348042,0.0070975367,0.0056562307,0.0035815681,0.0016773767
triviaqa::olmes:tc_788,0.99130756,0.9155637,0.98593235,0.87257653,0.918622
triviaqa::olmes:tc_789,0.14334707,0.8452291,0.8962554,0.10127741,0.13389073
triviaqa::olmes:tc_792,0.33167076,0.77719736,0.77719736,0.07677269,0.79799795
triviaqa::olmes:tc_796,0.2293647,0.17628199,0.19030273,0.0051179836,0.3312602
triviaqa::olmes:tc_797,0.5653146,0.73790556,0.70017034,0.47631022,0.4232597
triviaqa::olmes:tc_799,0.43899748,0.46596244,0.46596244,0.6321911,0.19182438
triviaqa::olmes:tc_802,0.77093637,0.008878266,0.0016095648,0.00407948,0.0025001813
triviaqa::olmes:tc_803,0.22382824,0.11262557,0.031218106,0.043670744,0.15379308
triviaqa::olmes:tc_809,0.26321614,0.003640026,0.0004458933,0.051186282,0.46623847
triviaqa::olmes:tc_815,0.90584034,0.055547114,0.055547114,0.004213423,0.017695954
triviaqa::olmes:tc_819,0.0868678,0.7712628,0.20586301,0.80602676,0.37406954
triviaqa::olmes:tc_824,0.8181399,0.24292943,0.41086146,0.4344907,0.29965863
triviaqa::olmes:tc_834,0.43852955,0.458199,0.5286682,0.6692169,0.74665844
triviaqa::olmes:tc_838,0.92781764,0.70022994,0.4823951,0.42301658,0.4615654
triviaqa::olmes:tc_850,0.9910561,0.97069925,0.97665566,0.6750654,0.97497886
triviaqa::olmes:tc_852,0.06747993,0.7732475,0.0073650447,0.013493089,0.02637179
triviaqa::olmes:tc_853,0.06595088,0.06777051,0.10368357,0.07647084,0.14468707
triviaqa::olmes:tc_859,0.065922335,0.7015117,0.6944512,0.64592195,0.92959905
triviaqa::olmes:tc_863,0.45870832,0.33446592,0.5499733,0.64427394,0.6265125
triviaqa::olmes:tc_865,0.9002016,0.877046,0.93180406,0.79802966,0.16185258
triviaqa::olmes:tc_867,0.0052531846,0.03821118,0.014119726,0.00914771,0.07498061
triviaqa::olmes:tc_869,0.27157044,0.3400469,0.23396218,0.35429248,0.5134363
triviaqa::olmes:tc_874,0.43672448,0.038022052,0.80016106,0.7649218,0.29282284
triviaqa::olmes:tc_876,0.9182383,0.54167396,0.77026796,0.080116816,0.9519474
triviaqa::olmes:tc_879,0.4942997,0.8071326,0.6703397,0.120525144,0.02380996
triviaqa::olmes:tc_882,0.985805,0.9739059,0.41743463,0.962341,0.957893
triviaqa::olmes:tc_885,0.89198625,0.96654785,0.016484046,0.5312528,0.8530429
triviaqa::olmes:tc_893,0.8855765,0.6247736,0.8841349,0.8841349,0.897354
triviaqa::olmes:tc_898,0.96102166,0.9444916,0.9600709,0.9466583,0.94578695
triviaqa::olmes:tc_900,0.10006029,0.8515624,0.61694,0.6631306,0.23269582
triviaqa::olmes:tc_901,0.15396482,0.45713413,0.026436923,0.37560323,0.07470732
triviaqa::olmes:tc_911,0.9056435,0.8556562,0.75574344,0.4722281,0.103841394
triviaqa::olmes:tc_913,0.00021484285,0.00066185853,0.0014829272,0.0008430499,0.007713269
triviaqa::olmes:tc_922,0.02427655,0.044616774,0.020910515,0.005494684,0.08425038
triviaqa::olmes:tc_923,0.09031433,0.034410723,0.38287294,0.23723514,0.2501841
triviaqa::olmes:tc_926,0.6851473,0.7438561,0.4169261,0.611766,0.7649579
triviaqa::olmes:tc_928,0.8984391,0.79404503,0.87847793,0.882995,0.8875803
triviaqa::olmes:tc_934,0.80483127,0.91804737,0.7855411,0.77695775,0.8415788
triviaqa::olmes:tc_937,0.43553075,0.56748295,0.40545666,0.19543953,0.3140046
triviaqa::olmes:tc_941,0.2250632,0.11177277,0.1125217,0.111624464,0.88748175
triviaqa::olmes:tc_943,0.20003566,0.41346794,0.10176329,0.19327705,0.27486017
triviaqa::olmes:tc_944,0.9572247,0.92645246,0.9521219,0.95978516,0.7209389
triviaqa::olmes:tc_949,0.38965738,0.7409235,0.9048693,0.8138765,0.21944931
triviaqa::olmes:tc_950,0.989574,0.99547404,0.99547404,0.99547404,0.99547404
triviaqa::olmes:tc_956,0.095007144,0.04135415,0.008471791,0.060688253,0.018133515
triviaqa::olmes:tc_963,0.00026024895,0.029032849,0.0004122232,0.0002988908,0.0009953817
triviaqa::olmes:tc_964,0.2874332,0.17875837,0.9370211,0.35864943,0.69167304
triviaqa::olmes:tc_973,0.023327602,0.001663944,0.0022627227,0.04537804,0.01661286
triviaqa::olmes:tc_976,0.15584695,0.072144195,0.07414471,0.023106623,0.25576347
triviaqa::olmes:tc_978,0.9417922,0.0035894339,0.0013508718,0.060776528,0.005482602
triviaqa::olmes:tc_983,0.11750722,0.2867652,0.59042025,0.21616735,0.12871274
triviaqa::olmes:tc_984,0.23162068,0.64754754,0.20496349,0.045200627,0.5071611
triviaqa::olmes:tc_991,0.65015,0.07242774,0.021656439,0.045142148,0.09806888
triviaqa::olmes:tc_1001,0.78955853,0.51386166,0.87842524,0.37123293,0.77565914
triviaqa::olmes:tc_1002,0.91265625,0.93551964,0.9064369,0.24507794,0.7912315
triviaqa::olmes:tc_1005,0.09324438,0.006552754,0.0758053,0.21392532,0.19094262
triviaqa::olmes:tc_1010,0.98451936,0.8518118,0.95295894,0.9535242,0.90968996
triviaqa::olmes:tc_1012,0.082153685,0.026727367,0.007072024,0.013029874,0.41044495
triviaqa::olmes:tc_1014,0.25554758,0.18240884,0.82688665,0.795162,0.8022233
triviaqa::olmes:tc_1015,0.7722091,0.024207672,0.5691936,0.5001598,0.023675464
triviaqa::olmes:tc_1016,0.97544074,0.951833,0.65701085,0.921788,0.8295341
triviaqa::olmes:tc_1018,0.9720507,0.17581101,0.97969496,0.9742459,0.1420397
triviaqa::olmes:tc_1021,0.62540513,0.70721704,0.08973151,0.3784115,0.5956981
triviaqa::olmes:tc_1025,0.5483446,0.49555388,0.45656034,0.4432714,0.36995524
triviaqa::olmes:tc_1026,0.5838802,0.76380974,0.69632787,0.22385381,0.15620877
triviaqa::olmes:tc_1027,0.91745627,0.9001197,0.9229862,0.5403047,0.8831419
triviaqa::olmes:tc_1030,0.9413241,0.9370067,0.90617764,0.9383982,0.3205343
triviaqa::olmes:tc_1031,0.8326858,0.84522253,0.6786177,0.881972,0.7077568
triviaqa::olmes:tc_1038,0.9702739,0.95907557,0.8555108,0.33035803,0.9737587
triviaqa::olmes:tc_1039,0.5803853,0.74362683,0.47599703,0.30465406,0.6808703
triviaqa::olmes:tc_1040,0.9404624,0.9319447,0.9371032,0.64409596,0.9155821
triviaqa::olmes:tc_1045,0.93744516,0.9363847,0.96557736,0.31829545,0.9184984
triviaqa::olmes:tc_1048,0.5370046,0.027691202,0.22083414,0.0027291947,0.0020674996
triviaqa::olmes:tc_1049,0.94583654,0.94518363,0.98338413,0.97540003,0.9717899
triviaqa::olmes:tc_1050,0.030628964,0.003985513,0.034319617,0.0055593387,0.15462217
triviaqa::olmes:tc_1051,0.9665494,0.86876565,0.4559982,0.5021142,0.31725502
triviaqa::olmes:tc_1052,0.055494078,0.83402556,0.037802506,0.05804106,0.0028254997
triviaqa::olmes:tc_1058,0.99061894,0.93365705,0.9804081,0.6735874,0.3166972
triviaqa::olmes:tc_1062,0.98435944,0.9531454,0.9531454,0.99434245,0.9902042
triviaqa::olmes:tc_1063,0.9358047,0.34902152,0.9271812,0.7965384,0.8981685
triviaqa::olmes:tc_1066,0.23415963,0.1636007,0.935854,0.247537,0.79721713
triviaqa::olmes:tc_1074,0.92957485,0.13020593,0.42050543,0.33468565,0.43851942
triviaqa::olmes:tc_1075,0.9292274,0.95140743,0.9565784,0.7885502,0.94324213
triviaqa::olmes:tc_1076,0.12586334,0.2514307,0.12399539,0.33932635,0.07197186
triviaqa::olmes:tc_1081,0.04142379,0.0123204235,0.014794397,0.037858542,0.1056959
triviaqa::olmes:tc_1084,0.9926138,0.9943809,0.99468565,0.98070955,0.99561274
triviaqa::olmes:tc_1086,0.9477571,0.9592097,0.95203394,0.94140315,0.9201442
triviaqa::olmes:tc_1088,0.86833906,0.82701546,0.9499796,0.8256664,0.5774883
triviaqa::olmes:tc_1091,0.93717444,0.94046426,0.93959284,0.8719181,0.95116097
triviaqa::olmes:tc_1092,0.8095171,0.72978777,0.8041574,0.8236325,0.6009688
triviaqa::olmes:tc_1093,0.38925815,0.21629775,0.059636287,0.17663185,0.7860051
triviaqa::olmes:tc_1094,0.09769062,0.07172887,0.024219079,0.01695804,0.014925441
triviaqa::olmes:tc_1097,0.9319612,0.9121307,0.9778014,0.9777559,0.9371714
triviaqa::olmes:tc_1100,0.17943753,0.12814647,0.6599616,0.26138562,0.23358734
triviaqa::olmes:tc_1101,0.84304136,0.7810437,0.3606702,0.66254175,0.9543585
triviaqa::olmes:tc_1103,0.9850643,0.9419931,0.87989026,0.9384714,0.94671524
triviaqa::olmes:tc_1104,0.9147915,0.9377285,0.72234,0.57531285,0.24800496
triviaqa::olmes:tc_1107,0.7327805,0.093180664,0.23631687,0.24182956,0.9813913
triviaqa::olmes:tc_1109,0.051513214,0.2368962,0.26242486,0.37944075,0.34943825
triviaqa::olmes:tc_1111,0.90924364,0.4289974,0.9104068,0.3934812,0.7176258
triviaqa::olmes:tc_1112,0.5657965,0.8417367,0.695569,0.35120356,0.42674333
triviaqa::olmes:tc_1116,0.8435919,0.25781575,0.031315554,0.20864035,0.6629902
triviaqa::olmes:tc_1117,0.39454353,0.6395266,0.23158838,0.2157209,0.25667506
triviaqa::olmes:tc_1126,0.071903385,0.09902928,0.070294954,0.15453538,0.16971709
triviaqa::olmes:tc_1132,0.32172164,0.84854746,0.88850015,0.5364603,0.15007819
triviaqa::olmes:tc_1133,0.099315256,0.49254924,0.18066603,0.16155331,0.57687026
triviaqa::olmes:tc_1134,0.64717686,0.07741292,0.22147635,0.8546624,0.15944767
triviaqa::olmes:tc_1135,0.03159842,0.09079749,0.0015546593,0.0016842432,0.0067310343
triviaqa::olmes:tc_1139,0.2622603,0.3663906,0.6632632,0.7200587,0.16981182
triviaqa::olmes:tc_1140,0.35465735,0.8179496,0.47876948,0.26923564,0.61335397
triviaqa::olmes:tc_1142,0.7980612,0.8300806,0.70299584,0.9112634,0.7212654
triviaqa::olmes:tc_1146,0.31942055,0.058930628,0.0139476955,0.71628535,0.7199003
triviaqa::olmes:tc_1148,0.012756947,0.12766157,0.020741768,0.015670827,0.014255489
triviaqa::olmes:tc_1155,0.2954945,0.36377746,0.0068545104,0.1698961,0.003114884
triviaqa::olmes:tc_1158,0.9733791,0.98040134,0.90254706,0.94066375,0.9479391
