query_id,ce_score_1,ce_score_2,ce_score_3,ce_score_4,ce_score_5
tc_112,0.7578831,0.75967765,0.44577605,0.7954505,0.79927903
tc_124,0.66040623,0.5219486,0.0593819,0.00020901658,0.63903296
tc_128,0.90137494,0.52274835,0.9325032,0.7020126,0.024215244
tc_134,0.8950597,0.9482831,0.84266406,0.76533675,0.9909011
tc_136,0.8095323,0.619212,0.40845594,0.80736214,0.5703789
tc_138,0.90078837,0.91850483,0.018134126,0.9366077,0.9684049
tc_140,0.87230796,0.122132696,0.6803486,0.16751984,0.898472
tc_141,0.77838206,0.29085454,0.9827388,0.95820475,0.9365542
tc_145,0.22730552,0.9019926,0.008380596,0.006571206,0.0025745658
tc_146,0.87872183,0.6201359,0.29927036,0.5890276,0.970078
tc_150,0.98138523,0.779088,0.99153334,0.9796402,0.96611905
tc_155,0.9488744,0.96208054,0.7219368,0.51485795,0.77245677
tc_164,0.98192936,0.15915892,0.82202274,0.866056,0.29794997
tc_175,0.7448109,0.72988766,0.68890524,0.68518156,0.32171237
tc_186,0.06338064,0.051304366,0.06522685,0.21260674,0.114894405
tc_196,0.597756,0.006230146,0.021718284,0.19244759,0.3423003
tc_198,0.8666207,0.8859183,0.757444,0.5849841,0.54129964
tc_199,0.91636604,0.9548299,0.88818234,0.89108026,0.59398276
tc_205,0.04818649,0.40222332,0.6135728,0.6346356,0.7338755
tc_209,0.86812603,0.2317442,0.9472281,0.96450824,0.86745083
tc_212,0.98512286,0.99840003,0.99496526,0.8498011,0.9948271
tc_220,0.9400302,0.89764506,0.9660909,0.7867138,0.8622013
tc_221,0.08423375,0.57271546,0.21018454,0.192579,0.57138664
tc_227,0.016394665,0.016394665,0.016394665,0.32139054,0.16003914
tc_230,0.9904953,0.9914824,0.99578345,0.99578345,0.99578345
tc_232,0.7965511,0.9497167,0.992687,0.9628016,0.76202166
tc_236,0.9772334,0.96240413,0.8479121,0.9151377,0.9795009
tc_239,0.09299448,0.14130615,0.51191497,0.057496022,0.22614603
tc_240,0.8692067,0.8670073,0.010632132,0.73353094,0.9602616
tc_242,0.93618137,0.98341894,0.7877994,0.9268195,0.8595277
tc_244,0.2396018,0.24603856,0.80591244,0.4014498,0.18846977
tc_248,0.98734415,0.99437124,0.99422604,0.9791894,0.99219704
tc_252,0.9302537,0.93591917,0.9066188,0.9544538,0.110153794
tc_256,0.9497556,0.9656124,0.71101886,0.28353652,0.15942642
tc_259,0.76054657,0.9407427,0.48395696,0.94394636,0.9554574
tc_265,0.0006818794,0.00019188543,0.017856047,5.136785e-05,0.0002389781
tc_268,0.60302156,0.59128845,0.1274206,0.48763594,0.7205216
tc_271,0.7305096,0.7998218,0.7801411,0.9480696,0.059836306
tc_272,0.97918826,0.96055365,0.89069027,0.8425207,0.9067851
tc_273,0.48592764,0.9190442,0.9804177,0.969653,0.00363801
tc_274,0.54374576,0.54374576,0.54374576,0.54374576,0.89368504
tc_277,0.9879681,0.9892396,0.9229933,0.97685224,0.89481294
tc_284,0.5410935,0.33524373,0.11127449,0.12473835,0.053824894
tc_287,0.9677395,0.9324511,0.9971885,0.9775048,0.9676088
tc_292,0.98546624,0.9788775,0.9787513,0.012999623,0.22727358
tc_299,0.69514924,0.5743934,0.05277804,0.15955488,0.12921838
tc_301,0.97262853,0.95339566,0.95339566,0.9830609,0.98797125
tc_305,0.8977981,0.69708127,0.553477,0.5556417,0.84781146
tc_310,0.46040472,0.8707194,0.98484945,0.5523701,0.9783624
tc_315,0.978332,0.016602097,0.5408592,0.17758404,0.42157444
tc_317,0.33196038,0.9037948,0.7539956,0.5660932,0.6779173
tc_327,0.7368165,0.061381593,0.061381593,0.061381593,0.9669114
tc_328,0.13477509,0.030494435,0.60877794,0.103202954,0.103202954
tc_332,0.99236953,0.98298866,0.988362,0.49677852,0.94212884
tc_334,0.995417,0.9624268,0.9297622,0.9046338,0.97218
tc_335,0.2471062,0.1982132,0.6049357,0.2558599,0.25924614
tc_336,0.01852652,0.19800936,0.006124314,0.00032456205,0.029297492
tc_340,0.9411254,0.6477469,0.6491532,0.75360054,0.85622376
tc_345,0.010316111,0.018987391,0.023078399,0.036400866,0.0071821706
tc_354,0.015490182,0.058103032,0.062985316,0.91524434,6.562421e-05
tc_355,0.61742294,0.97397906,0.99298674,0.9732088,0.9753469
tc_358,0.90899324,0.90899324,0.9744353,0.88465905,0.95095944
tc_360,0.905034,0.97036976,0.9566752,0.95490646,0.9329986
tc_365,0.918077,0.98866546,0.59582645,0.94618666,0.9541911
tc_368,0.99433494,0.80689174,0.35108063,0.7468361,0.10222177
tc_370,0.0013407405,0.0042979103,0.004812056,0.009648613,0.008377577
tc_374,0.87114733,0.9098948,0.95902777,0.78803617,0.7484536
tc_384,0.363066,0.8057191,0.7435723,0.9386498,0.7451505
tc_400,0.80123365,0.81125546,0.4623833,0.84731144,0.8363314
tc_402,0.9761861,0.87658525,0.8663775,0.96921283,0.9712992
tc_404,0.9949504,0.013643193,0.94455,0.04525103,0.9854945
tc_405,0.9847645,0.9842578,0.9970673,0.9701826,0.9701826
tc_412,0.80839473,0.788633,0.7715426,0.8065945,0.6198725
tc_417,0.31655845,0.0963535,0.19620727,0.03309949,0.13911775
tc_418,0.7412166,0.67801386,0.53226405,0.7252159,0.51384306
tc_439,0.017929936,0.011475345,0.06397968,0.055130973,0.09171846
tc_442,0.94402254,0.94402254,0.91823685,0.9463061,0.85874283
tc_462,0.9938451,0.9986104,0.9958774,0.9902182,0.99159056
tc_467,0.9808858,0.680829,0.82132065,0.8603537,0.8603537
tc_476,0.89999163,0.70763016,0.64604527,0.64604527,0.93319225
tc_479,0.1123652,0.017260483,0.1757574,0.59842503,0.26494467
tc_484,0.6001105,0.8619734,0.21266769,0.80468667,0.7501866
tc_491,0.73067534,0.667783,0.19823495,0.46346995,0.5456089
tc_493,0.7617037,0.7617037,0.9148348,0.82438284,0.8406993
tc_498,0.9785851,0.94861925,0.99787426,0.6331357,0.9718198
tc_504,0.22728388,0.72402644,0.9718104,0.43853015,0.9471752
tc_505,0.013305,0.8215271,0.5374913,0.080103956,0.0052104234
tc_508,0.58238304,0.112300806,0.32316434,0.3603272,0.01106919
tc_512,0.13878046,0.75901884,0.004429116,0.0073901517,0.000846825
tc_514,0.05244308,0.3438766,0.04257711,0.16882,0.017878713
tc_521,0.9976617,0.9920391,0.99582976,0.996469,0.9935859
tc_524,0.810973,0.81846976,0.90973693,0.40663773,0.989232
tc_536,0.29157943,0.55237263,0.053880133,0.117014155,0.17739062
tc_555,0.39067385,0.8385902,0.04371394,0.43039373,0.65393037
tc_560,0.7011143,0.8524436,0.32939994,0.123714305,0.80053097
tc_566,0.009912851,0.032207757,0.026186993,0.018861359,0.013113333
tc_569,0.94555837,0.96602297,0.9463712,0.9463712,0.908483
tc_571,0.6599508,0.05853651,0.4319429,0.6498809,0.07633577
tc_578,0.726089,0.8567852,0.4281436,0.46974054,0.26598585
tc_579,0.97443646,0.95935965,0.9791088,0.93339866,0.9096655
tc_591,0.96743447,0.82298815,0.9676108,0.9672957,0.96391743
tc_592,0.19782798,0.5338376,0.20271915,0.041685034,0.5428669
tc_594,0.8336857,0.6952395,0.5724565,0.3740164,0.85035014
tc_597,0.9711572,0.9711572,0.9711572,0.24566521,0.0046944316
tc_602,0.65556014,0.65556014,0.8761771,0.9074746,0.42649338
tc_605,0.9618931,0.9831798,0.99318117,0.995808,0.995808
tc_617,0.4877237,0.4877237,0.25809723,0.64095896,0.6367918
tc_618,0.72786784,0.7842007,0.9707813,0.16673592,0.9245917
tc_619,0.20244902,0.000108603024,0.00017990582,0.00032064228,0.0014399581
tc_621,0.46547902,0.065256834,0.40902093,0.33467713,0.020981496
tc_624,0.974134,0.84170914,0.93667054,0.23464543,0.53903013
tc_630,0.36360422,0.33347595,0.35330075,0.2689092,0.03080342
tc_637,0.99414873,0.8860302,0.99490416,0.9600193,0.9876722
tc_638,0.80281353,0.47150502,0.37342525,0.88414943,0.8388588
tc_640,0.89074564,0.89074564,0.89074564,0.89074564,0.67007136
tc_649,0.96204376,0.91745764,0.50802016,0.9507041,0.87532675
tc_654,0.9702546,0.33768165,0.99426407,0.7476674,0.9606103
tc_670,0.0071280804,0.9300892,0.008324473,0.0011643276,0.0010829881
tc_674,0.9725998,0.65207,0.9826434,0.95931166,0.95786923
tc_680,0.5258591,0.64508134,0.80274117,0.07463585,0.7688901
tc_684,0.22665486,0.034177996,0.0016233611,0.080679975,0.008674304
tc_686,0.8876291,0.69313675,0.958428,0.67098844,0.34897116
tc_689,0.8480778,0.6056286,0.81140167,0.81140167,0.7908874
tc_696,0.96992177,0.94811213,0.62512386,0.98438245,0.8751746
tc_701,0.2477709,0.032662638,0.30860862,0.09677767,0.5323888
tc_703,0.992251,0.9915632,0.98561597,0.96985525,0.9916911
tc_706,0.06927913,0.00016116838,0.004625233,0.03404022,0.009663762
tc_710,0.84532535,0.9040445,0.8370506,0.6459692,0.17917013
tc_713,0.17392178,0.9112056,0.1937413,0.8187203,0.2666227
tc_716,0.62706804,0.62706804,0.79920495,0.73970586,0.4145097
tc_720,0.11297564,0.8654506,0.8451747,0.8504843,0.29771912
tc_728,0.30301234,0.7912025,0.075966805,0.5510387,0.8949077
tc_729,0.85127217,0.19408432,0.9550914,0.56413,0.010924384
tc_732,0.92039996,0.9644091,0.9348167,0.9804457,0.587862
tc_738,0.870608,0.9435645,0.811204,0.7559134,0.4621012
tc_742,0.037737504,0.0071403612,0.030094624,0.008582394,0.0045785364
tc_743,0.7074272,0.9652703,0.7972591,0.97478783,0.5777115
tc_744,0.9960692,0.9549394,0.984568,0.98745394,0.7621625
tc_753,0.98618454,0.9869478,0.9830663,0.99394786,0.9962682
tc_760,0.923249,0.30408892,0.9419871,0.9419871,0.9419871
tc_764,0.96890354,0.76296467,0.89729863,0.97510004,0.97382927
tc_765,0.82631975,0.8932061,0.44864824,0.97819215,0.5253842
tc_767,0.96605486,0.8975061,0.8753039,0.76295847,0.91709995
tc_769,0.94592506,0.9900802,0.98130107,0.87401426,0.9715395
tc_770,0.99677247,0.9797447,0.9821946,0.97644085,0.9328738
tc_771,0.98327464,0.1754086,0.97556895,0.8315202,0.9528508
tc_772,0.99402666,0.9832829,0.96469295,0.8513528,0.9564294
tc_777,0.97775614,0.97320426,0.9886829,0.87211597,0.9031738
tc_782,0.009968842,0.004131876,0.011611762,0.0013109958,0.0013161786
tc_788,0.99377877,0.94114935,0.9931102,0.92541105,0.92651504
tc_794,0.4910413,0.2758171,0.4674436,0.379405,0.68653333
tc_796,0.48544973,0.33622855,0.13627674,0.0058742734,0.5524297
tc_797,0.7951962,0.86478907,0.8098182,0.7436394,0.6886882
tc_803,0.24986346,0.052259542,0.023574842,0.025932457,0.10281183
tc_806,0.8743928,0.7429968,0.9047931,0.69524753,0.688772
tc_809,0.34556606,0.0012836001,0.00020283008,0.02642939,0.53689
tc_810,0.010935874,0.039790627,0.087716185,0.029082522,0.007949357
tc_819,0.14236945,0.87755907,0.29603246,0.8328154,0.4516838
tc_821,0.38139397,0.4361181,0.4361181,0.37095746,0.39658678
tc_825,0.9806142,0.7663048,0.98177344,0.5551976,0.85815454
tc_842,0.82238907,0.23908104,0.86986965,0.95354176,0.93123806
tc_843,0.08716688,0.03776402,0.029220011,0.2895848,0.0007156606
tc_846,0.9479028,0.98185986,0.9776137,0.22243015,0.98837054
tc_850,0.9953433,0.97457355,0.9878114,0.7090837,0.9834277
tc_851,0.98557264,0.91692036,0.81882674,0.82760644,0.8859097
tc_852,0.046010148,0.866569,0.0067011397,0.016891807,0.034443192
tc_853,0.11867522,0.12953259,0.18338278,0.08677795,0.26303002
tc_855,0.9867163,0.57313275,0.21766832,0.79636264,0.9158271
tc_856,0.86261207,0.87910783,0.1344852,0.028603718,0.09935199
tc_858,0.98435736,0.9539386,0.927564,0.9517999,0.70126796
tc_862,0.83679116,0.9616073,0.95739925,0.9759493,0.9643226
tc_864,0.99307877,0.8513806,0.98395765,0.90052795,0.9776775
tc_867,0.00400492,0.024007585,0.023473809,0.003391996,0.06414914
tc_868,0.9653036,0.9653036,0.9356794,0.9356794,0.9356794
tc_873,0.52838606,0.37047908,0.85121256,0.86570776,0.8700057
tc_892,0.97184,0.9233807,0.9856308,0.38535497,0.25231338
tc_895,0.9867351,0.9938736,0.77088904,0.6416973,0.29047483
tc_896,0.986374,0.9813518,0.960984,0.98340523,0.94815695
tc_901,0.31650499,0.6234224,0.035232436,0.64308435,0.12269961
tc_902,0.90257645,0.057499807,0.32359412,0.65883756,0.19358398
tc_906,0.14843,0.41345888,0.82494587,0.029755957,0.00021612039
tc_917,0.9449633,0.39002427,0.32853183,0.14770213,0.061377916
tc_919,0.96644986,0.9276252,0.9523671,0.78606653,0.90370524
tc_920,0.4412066,0.21723464,0.32359785,0.19661358,0.0025688
tc_926,0.93741906,0.9518861,0.82733464,0.87597615,0.9521905
tc_927,0.8306644,0.5020509,0.24454863,0.8314471,0.41384095
tc_928,0.9567426,0.9059262,0.9399558,0.9441834,0.9324258
tc_929,0.07198236,0.34033853,0.31891564,0.51822615,0.5109792
tc_931,0.07910709,0.015620639,0.005026799,0.0014384661,0.013661352
tc_934,0.879422,0.93893766,0.91494125,0.83058363,0.88837266
tc_936,0.20667677,0.03225013,0.03225013,0.03225013,0.03225013
tc_937,0.8146541,0.8895671,0.7330604,0.6222622,0.71318793
tc_942,0.9261838,0.7987139,0.86722505,0.5639461,0.9353401
tc_944,0.989585,0.9730251,0.9780292,0.9902075,0.9208326
tc_950,0.988424,0.9968059,0.9968059,0.9968059,0.9968059
tc_960,0.97610426,0.8527839,0.94441205,0.9794698,0.9829365
tc_963,0.00013911219,0.020082919,0.0001799379,0.000121693,0.00048370214
tc_964,0.5620278,0.102070116,0.92823035,0.59367096,0.7792421
tc_965,0.15726902,0.15874602,0.04909181,0.39138725,0.24882345
tc_968,0.9909734,0.9561521,0.9303941,0.87594104,0.9106439
tc_970,0.7716349,0.98115265,0.96307683,0.94703436,0.9718113
tc_971,0.004993231,0.35271713,0.009801961,0.73345995,0.00022953974
tc_979,0.7769034,0.9134095,0.9031256,0.9291533,0.44148618
tc_986,0.95163107,0.68910426,0.75854224,0.9952301,0.72080487
tc_988,0.0293779,0.65868384,0.013065275,0.12540859,0.036840454
tc_991,0.6778591,0.033479124,0.022426471,0.018821165,0.027810907
tc_992,0.7557898,0.07503452,0.018286565,0.09056758,0.24903525
tc_1005,0.036419824,0.0072694784,0.08036848,0.1659628,0.17955236
tc_1010,0.9816471,0.73840415,0.9233295,0.898515,0.7979977
tc_1011,0.06638376,0.002497862,0.0010501991,0.27057177,0.012796133
tc_1012,0.24963741,0.030988608,0.012951213,0.037504222,0.57882893
tc_1015,0.85829675,0.029581716,0.7160814,0.6547737,0.040412977
tc_1018,0.9889253,0.2123724,0.9920189,0.9899844,0.28563067
tc_1021,0.6655922,0.9419523,0.17700846,0.57380986,0.708415
tc_1026,0.67676526,0.841815,0.83429223,0.23678118,0.076504804
tc_1027,0.86096334,0.7843305,0.76220614,0.53963417,0.7233128
tc_1030,0.97272134,0.956586,0.9707618,0.95732063,0.39301375
tc_1032,0.9212776,0.9954224,0.98477244,0.9914858,0.98572516
tc_1035,0.9219419,0.12244779,0.18807745,0.80045724,0.1127175
tc_1038,0.987694,0.97876465,0.7945336,0.37647256,0.9813463
tc_1039,0.67681235,0.78063565,0.6177738,0.4323129,0.8802157
tc_1040,0.9604511,0.9626703,0.9332622,0.60889167,0.7742263
tc_1047,0.8130085,0.7358913,0.7358913,0.820539,0.8381209
tc_1048,0.74920005,0.015074008,0.3510175,0.0022854828,0.00093037717
tc_1049,0.92215115,0.9111193,0.98921853,0.98566914,0.97282505
tc_1050,0.014556578,0.00090194365,0.0030484365,0.0022121873,0.018431991
tc_1052,0.08366545,0.91693217,0.06656329,0.15455453,0.0013161735
tc_1054,0.6188813,0.8990524,0.50580424,0.7569832,0.028992848
tc_1059,0.99350256,0.9352524,0.66202974,0.6815167,0.3299777
tc_1063,0.9620663,0.15719062,0.95776755,0.8396741,0.9152794
tc_1064,0.20974793,0.4174039,0.412042,0.650919,0.23361015
tc_1066,0.85702854,0.36545834,0.96872574,0.6143181,0.9275253
tc_1074,0.98416984,0.37675938,0.8391044,0.81439507,0.85575235
tc_1084,0.9971456,0.9964747,0.99812776,0.99166846,0.99819237
tc_1086,0.9516601,0.9695802,0.95776665,0.96772575,0.92897993
tc_1091,0.98631847,0.9872916,0.98705065,0.97234046,0.98916364
tc_1093,0.8327306,0.5172,0.16037273,0.46333295,0.90753585
tc_1094,0.03828736,0.05732816,0.015556634,0.008073393,0.0055462336
tc_1097,0.96647,0.94655406,0.9844432,0.99290997,0.95430845
tc_1102,0.75389385,0.95909077,0.9041836,0.30975795,0.19138303
tc_1109,0.17273806,0.56035215,0.37450346,0.46119544,0.53802377
tc_1112,0.91546917,0.9710142,0.8437791,0.643361,0.63154393
tc_1117,0.5358537,0.640967,0.6463429,0.5233363,0.42100218
tc_1125,0.97492266,0.9216434,0.936382,0.98244286,0.9697995
tc_1126,0.5241256,0.61234385,0.48758593,0.7187317,0.7611832
tc_1127,0.5782973,0.5232647,0.030893885,0.5768136,0.23585406
tc_1129,0.31545258,0.931714,0.49254796,0.969613,0.9612297
tc_1132,0.27149606,0.89168227,0.8467123,0.34482923,0.058607705
tc_1133,0.14211749,0.6373615,0.50565284,0.4154173,0.68754506
tc_1134,0.91923773,0.22920962,0.5055793,0.96172667,0.5054385
tc_1135,0.040216174,0.12401912,0.0005781593,0.0017775132,0.004460005
tc_1136,0.17392224,0.7505607,0.65218896,0.9411771,0.011431339
tc_1137,0.3474778,0.3387135,0.64028037,0.66987705,0.39095128
tc_1138,0.008604237,0.03929857,0.0020657307,0.05016666,0.038215
tc_1148,0.01517425,0.21470223,0.037267826,0.012538206,0.022214271
tc_1149,0.96004146,0.67809,0.84716195,0.93951625,0.483732
tc_1151,0.9898185,0.98540074,0.99018914,0.993299,0.99092954
tc_1153,0.8955573,0.005457385,0.5394588,0.0407213,0.4009669
tc_1155,0.36363396,0.25010994,0.00688308,0.26439348,0.0015843969
tc_1159,0.90544116,0.8900782,0.98625124,0.6248754,0.83012474
tc_1161,0.26923698,0.7528933,0.96211165,0.61188483,0.1474118
tc_1163,0.9479029,0.9480786,0.9714887,0.80845433,0.8283556
tc_1165,0.90043855,0.8252566,0.816783,0.96382415,0.97415745
tc_1166,0.47511077,0.90335464,0.14494966,0.17162924,0.90398896
tc_1178,0.045020666,0.217819,0.11901463,0.4919006,0.012600454
tc_1180,0.6057815,0.96944684,0.7200616,0.78209406,0.98516524
tc_1186,0.81559336,0.53551865,0.08274722,0.022660645,0.016442345
tc_1190,0.61280555,0.3894813,0.2277175,0.2256564,0.92867273
tc_1191,0.9575891,0.6456155,0.9103311,0.96386015,0.87503517
tc_1192,0.9918859,0.3690978,0.14650095,0.051767804,0.5361676
tc_1201,0.0033073022,0.00015534351,0.00022712674,0.0011423136,0.00035506237
tc_1202,0.86961687,0.39755046,0.25037372,0.081812225,0.0023482454
tc_1203,0.30105162,0.103430964,0.2905152,0.79297936,0.13140054
tc_1205,0.9910156,0.85282546,0.95603526,0.9479821,0.9644315
tc_1206,0.030243004,0.030918976,0.02815863,0.012372126,0.05599493
tc_1209,0.24592622,0.8693249,0.5045741,0.96920186,0.4253914
tc_1219,0.17200436,0.0909918,0.0023298475,0.0023298475,0.55218834
tc_1221,0.8484932,0.00074620487,0.047343843,0.008343263,0.0071654646
tc_1226,0.8067763,0.31751487,0.42701882,0.8846717,0.2305961
tc_1227,0.97167104,0.783553,0.63562214,0.9513158,0.29779235
tc_1228,0.004636313,0.015812142,0.072840594,0.008845377,0.00970409
tc_1230,0.41680694,0.11591573,0.29221478,0.13201207,0.03401339
tc_1231,0.9837266,0.2762168,0.47821605,0.5202208,0.009251132
tc_1234,0.5005123,0.23724258,0.02957665,0.45329106,0.4854524
tc_1235,0.9790607,0.8642061,0.98550284,0.9645278,0.42692915
tc_1239,0.99318826,0.80484253,0.4467044,0.91052246,0.98973686
tc_1240,0.7421805,0.9758041,0.7388009,0.7388857,0.654702
tc_1244,0.31336483,0.7985691,0.52425295,0.0004897397,0.3634153
tc_1246,0.9877307,0.9859849,0.5105815,0.96967554,0.7905484
tc_1259,0.9835608,0.92908025,0.937689,0.95916086,0.88885564
tc_1264,0.013655268,0.035823353,0.022128023,0.0050656544,0.0035860003
tc_1276,0.9611658,0.97583324,0.9806091,0.9329598,0.6716831
tc_1280,0.79529274,0.21849956,0.035717543,0.0016938039,0.16631755
tc_1286,0.9587031,0.94873613,0.8334885,0.8638612,0.84005105
tc_1291,0.29902285,0.34580755,0.57073253,0.1150319,0.0889907
tc_1292,0.91962934,0.72884023,0.9329531,0.94983196,0.91905725
tc_1295,0.8326718,0.9596776,0.33719963,0.9327582,0.965713
tc_1296,0.9942925,0.9898745,0.900299,0.9921503,0.988562
tc_1297,0.84512144,0.86405516,0.7282171,0.95082825,0.7949259
tc_1299,0.9075546,0.93938303,0.7686994,0.87289226,0.9515469
tc_1306,0.067655616,0.09655836,0.51163965,0.2535046,0.35315973
tc_1312,0.021346696,0.0097681675,0.0097681675,0.0005841901,0.0057913414
tc_1314,0.86193836,0.8524063,0.7884126,0.92474693,0.9867769
tc_1316,0.99093443,0.938129,0.938129,0.97715515,0.9086779
tc_1319,0.7328508,0.45737287,0.28586942,0.2208041,0.53797734
tc_1322,0.25866634,0.67111653,0.11513398,0.7415184,0.68017435
tc_1325,0.013188552,0.13391282,0.04419211,0.0039156326,0.0039156326
tc_1329,0.9624653,0.95471555,0.9759989,0.9074122,0.9451986
tc_1334,0.4162537,0.4162537,0.4162537,0.51890963,0.975024
tc_1336,0.9253067,0.7851913,0.9483265,0.9700444,0.9402084
tc_1339,0.94441664,0.864623,0.8196788,0.6276234,0.67699873
tc_1342,0.80656886,0.80656886,0.29095763,0.5996227,0.2979633
tc_1343,0.17849389,0.866692,0.7617043,0.8601743,0.6884646
tc_1351,0.7992313,0.8492393,0.6711512,0.89028245,0.8154009
tc_1356,0.97917545,0.98131084,0.96283674,0.040243145,0.7324603
tc_1358,0.83908457,0.9674403,0.9876439,0.94726336,0.7787778
tc_1359,0.057791863,0.06208639,0.18916336,0.016799804,0.52218795
tc_1361,0.8406381,0.56569296,0.82662356,0.8390705,0.6859208
tc_1362,0.8071081,0.9848348,0.828396,0.8642515,0.7769209
tc_1363,0.86023074,0.26720804,0.5454449,0.90056247,0.68523884
tc_1364,0.91113,0.94873214,0.9529311,0.91983104,0.83342934
tc_1371,0.35775068,0.2483329,0.11294445,0.08615417,0.24636441
tc_1375,0.51030767,0.5283576,0.84397095,0.53372747,0.18487564
tc_1378,0.861989,0.7756841,0.9621615,0.47212705,0.98032206
tc_1381,0.9817888,0.9817888,0.9817888,0.9817888,0.9817888
tc_1384,0.9546996,0.95784396,0.95784396,0.99700814,0.7566069
tc_1385,0.814644,0.93734366,0.094176196,0.94817966,0.8695519
tc_1388,0.1302867,0.14021453,0.6884153,0.6884153,0.49405608
tc_1389,0.0054115327,0.20599218,0.020880463,0.020179596,0.017912244
tc_1394,0.7746548,0.884878,0.98515886,0.91923755,0.5512234
tc_1395,0.9510188,0.9690514,0.9662939,0.9798853,0.8784584
tc_1396,0.3665131,0.3665131,0.576204,0.019578476,0.0675559
tc_1400,0.9667692,0.9387779,0.9466571,0.9373224,0.81593704
tc_1401,0.92576987,0.9559613,0.9302774,0.922545,0.80952054
tc_1402,0.9705557,0.9693673,0.9160364,0.98713976,0.9840974
tc_1403,0.54555917,0.54555917,0.9793793,0.98728323,0.9651149
tc_1407,0.85144967,0.96659094,0.8375047,0.84848773,0.32788676
tc_1408,0.96699876,0.5282308,0.5282308,0.34050268,0.34050268
tc_1409,0.37890923,0.5527456,0.5527456,0.5527456,0.5527456
tc_1413,0.94083804,0.39292428,0.04103751,0.09840191,0.4728554
tc_1414,0.98262954,0.992247,0.68245286,0.7846458,0.94499445
tc_1415,0.9651779,0.77198815,0.88335335,0.96266025,0.8561485
tc_1424,0.77932924,0.051968794,0.04166671,0.2915805,0.32152334
tc_1425,0.7912218,0.78818995,0.7023651,0.1932288,0.75102913
tc_1427,0.55126,0.8882695,0.83429545,0.7688585,0.81546026
tc_1431,0.9584173,0.69292474,0.24903937,0.7399651,0.8029384
tc_1432,0.17849481,0.010138008,0.005634765,0.005634765,0.005634765
tc_1433,0.62272584,0.20427485,0.36323595,0.18572241,0.72501063
tc_1434,0.9669716,0.6602488,0.82909393,0.23463653,0.96282774
tc_1437,0.04687762,0.29837346,0.4510747,0.037789032,0.054622244
tc_1440,0.8454518,0.94544894,0.1126648,0.95694864,0.86674476
tc_1444,0.28289804,0.29458144,0.85680634,0.6853884,0.8989924
tc_1447,0.92156935,0.81991494,0.8883074,0.9246161,0.67146844
tc_1464,0.82698756,0.9499806,0.35228738,0.35576603,0.65064627
tc_1465,0.07150798,0.096063845,0.5820763,0.3283603,0.14585122
tc_1466,0.9590796,0.9086698,0.9824797,0.971187,0.9838185
tc_1488,0.75431347,0.5150636,0.7555717,0.41155404,0.40849307
tc_1489,0.98416775,0.91542274,0.56588775,0.9407828,0.7804923
tc_1497,0.9197114,0.941661,0.79447925,0.88815445,0.87591726
tc_1498,0.46233398,0.82454616,0.6300796,0.05481291,0.05481291
tc_1505,0.0053923135,0.81204236,0.00554463,0.07666951,0.008363336
