query_id,ce_score_1,ce_score_2,ce_score_3,ce_score_4,ce_score_5
tc_218,0.9995534,0.99607193,0.970014,0.9939272,0.9435438
tc_220,0.9359743,0.8887921,0.9374044,0.74470836,0.87879926
tc_221,0.037774194,0.37324485,0.096779674,0.07346834,0.35915175
tc_223,0.9780546,0.98694056,0.9690156,0.86605626,0.9863877
tc_224,0.9939632,0.99160063,0.9155664,0.9717046,0.92577505
tc_225,0.8494738,0.93570256,0.011441021,0.9790557,0.012984886
tc_227,0.020593248,0.020593248,0.020593248,0.19559531,0.0614696
tc_228,0.975978,0.12820259,0.035561256,0.040734716,0.08862722
tc_229,0.9995266,0.99310195,0.9984397,0.99760395,0.99335325
tc_230,0.9989016,0.99891984,0.99772877,0.99772877,0.99772877
tc_231,0.9995382,0.9958401,0.99519217,0.99424225,0.99424225
tc_232,0.84175813,0.9583398,0.9963188,0.9769726,0.7572437
tc_235,0.8134515,0.9412424,0.955029,0.5518922,0.84291506
tc_236,0.9938412,0.98989385,0.9249155,0.9681235,0.9955472
tc_237,0.9909731,0.9976463,0.99764305,0.99764305,0.9975553
tc_238,0.47080255,0.7405546,0.68565685,0.56212986,0.813749
tc_239,0.01081368,0.021244679,0.10467182,0.0073280004,0.03821571
tc_240,0.9539078,0.95178884,0.009162278,0.7387183,0.98947376
tc_242,0.9522486,0.9892966,0.78294784,0.94579566,0.9055229
tc_243,0.768851,0.5459015,0.124481395,0.06694224,0.08221616
tc_244,0.046445128,0.053697873,0.71384853,0.106662676,0.046825755
tc_246,0.09837683,0.9643815,0.12337767,0.043785334,0.0015170556
tc_247,0.8827756,0.91842234,0.98317343,0.7892837,0.9545669
tc_248,0.99164283,0.99649847,0.9970028,0.9886749,0.99619627
tc_249,0.021358235,0.5505385,0.4255963,0.83943236,0.02738201
tc_252,0.9657639,0.98112434,0.94227195,0.9897848,0.064564414
tc_256,0.9917772,0.9954358,0.90493107,0.58111906,0.5995908
tc_257,0.9548917,0.98484945,0.18271883,0.3205168,0.8017479
tc_258,0.9865689,0.9439921,0.99783283,0.9154487,0.9283527
tc_259,0.64878756,0.9299044,0.5191951,0.95775956,0.9749679
tc_260,0.0044795917,0.0006718353,0.13181537,0.13227941,0.39794648
tc_262,0.9616678,0.9299412,0.98193777,0.9515101,0.9642121
tc_264,0.9324087,0.99433964,0.9987754,0.99697316,0.8398616
tc_265,0.00010593617,8.239283e-05,0.005707155,4.9270177e-05,8.2915154e-05
tc_266,0.99035245,0.9925885,0.95022845,0.8872484,0.8405956
tc_268,0.5837381,0.3996216,0.03843387,0.3729675,0.8090047
tc_269,0.9980927,0.9969518,0.98132795,0.16395038,0.9943652
tc_270,0.0038131373,0.49272346,0.5619735,0.47597158,0.63738203
tc_271,0.9074901,0.83235025,0.8941877,0.98658526,0.06798728
tc_272,0.9779714,0.97768277,0.91120076,0.8604554,0.945338
tc_273,0.55093503,0.9617102,0.9927833,0.986888,0.0021850937
tc_274,0.18896118,0.18896118,0.18896118,0.18896118,0.653096
tc_275,0.098588675,0.098588675,0.39946955,0.96752477,0.7468523
tc_277,0.9963791,0.9944336,0.87515306,0.9826733,0.8914417
tc_278,0.07128299,0.9890956,0.0080238525,0.94588566,0.9769932
tc_279,0.11278988,0.5734115,0.24758781,0.20889968,0.5486766
tc_284,0.34953883,0.122598626,0.020476585,0.03290329,0.031220658
tc_285,0.98566264,0.9911725,0.9922462,0.34817117,0.99518234
tc_287,0.9706359,0.9433704,0.9972066,0.9830427,0.9837128
tc_289,0.25882316,0.37502772,0.37502772,0.68991166,0.68991166
tc_290,0.8267844,0.34438494,0.8774342,0.94590807,0.87053883
tc_291,0.14471789,0.48837966,0.27540088,0.7396336,0.04025625
tc_292,0.99025387,0.9923637,0.99234056,0.0021669639,0.05574418
tc_294,0.7929979,0.9519638,0.88442373,0.9784007,0.95746154
tc_295,0.011566094,0.0037933327,0.000103738,0.0012341795,0.0018118541
tc_296,0.99056715,0.9283448,0.3226569,0.82513905,0.82513905
tc_297,0.041226875,0.03702172,0.06193832,0.158875,0.09370873
tc_299,0.66027385,0.6789274,0.032894704,0.11172843,0.13268659
tc_300,0.99408555,0.9969643,0.9969002,0.9867439,0.9926393
tc_301,0.9887967,0.9801892,0.9801892,0.99348277,0.9938891
tc_302,0.99329704,0.96154094,0.96154094,0.31318069,0.30340996
tc_303,0.62495,0.32730293,0.2412883,0.23198792,0.6679335
tc_305,0.8772246,0.7027782,0.53474915,0.5039454,0.87682486
tc_306,0.9977799,0.99567837,0.99599457,0.992569,0.8523849
tc_307,0.89525414,0.6253329,0.301701,0.9810204,0.5909296
tc_308,0.15337373,0.07214587,0.0026677623,0.089380234,0.021339241
tc_309,0.9677494,0.92036945,0.6788084,0.9566443,0.9451422
tc_310,0.62778777,0.92598844,0.99564147,0.79337025,0.99264455
tc_313,0.976066,0.9915496,0.9931545,0.9912845,0.97377396
tc_314,0.80210596,0.97561306,0.8734793,0.8231312,0.10557103
tc_315,0.99110353,0.0056596533,0.3218722,0.27983835,0.25369626
tc_317,0.24846989,0.915133,0.78672916,0.5785197,0.63303554
tc_318,0.98111683,0.86240864,0.97773355,0.7363355,0.24707817
tc_319,0.6796601,0.6796601,0.46642557,0.39723527,0.6364746
tc_320,0.04878843,0.54681855,0.27277464,0.0011305489,0.6818164
tc_321,0.9530145,0.0005112121,0.015139371,0.0002938403,0.00045202253
tc_323,0.44012702,0.22658227,0.051505633,0.78055435,0.21323256
tc_324,0.9920696,0.98762345,0.98133516,0.99137926,0.99570507
tc_327,0.80365133,0.026228782,0.026228782,0.026228782,0.98925054
tc_328,0.14427868,0.004853613,0.6763474,0.046833687,0.046833687
tc_329,0.6683562,0.8977283,0.58992773,0.31069693,0.34558123
tc_330,0.30951214,0.40760916,0.30941713,0.88874733,0.017373607
tc_331,0.988839,0.40278375,0.43819222,0.9035213,0.9035213
tc_332,0.99619955,0.99248976,0.993741,0.48863226,0.96888554
tc_333,0.54785156,0.018330269,0.10295014,0.013592056,0.005712463
tc_334,0.9958793,0.9815957,0.96013814,0.9482088,0.9864655
tc_335,0.27420294,0.11328256,0.75542957,0.22331817,0.42938614
tc_336,0.0069282367,0.06254182,0.001008284,0.00018851826,0.006335577
tc_337,0.9602182,0.04475831,0.013695892,0.7450784,0.030024074
tc_338,0.735982,0.6522017,0.7532129,0.9846666,0.3821364
tc_339,0.9297611,0.8804811,0.3387545,0.21180868,0.83751976
tc_340,0.9901135,0.8424792,0.8153103,0.92779803,0.9645934
tc_345,0.0044249985,0.005252826,0.007889087,0.015534632,0.0012868139
tc_351,0.12406409,0.35081533,0.51888406,0.11708207,0.10716799
tc_354,0.0061882436,0.025276966,0.003751183,0.96735495,6.1260056e-05
tc_355,0.5414383,0.9753763,0.9924971,0.9602473,0.96912056
tc_357,0.97855526,0.9824257,0.9773193,0.98632205,0.99710554
tc_358,0.8484033,0.8484033,0.96252936,0.82222813,0.94179726
tc_360,0.7888353,0.951076,0.90889204,0.863481,0.8617769
tc_365,0.9021319,0.99434644,0.4513351,0.93922466,0.952698
tc_368,0.99742705,0.75372154,0.21899322,0.70690703,0.04788836
tc_370,0.00055127253,0.0007912495,0.00096424296,0.0022003192,0.0019982937
tc_374,0.81667995,0.913112,0.9527069,0.85845536,0.59399337
tc_381,0.48266923,0.8426332,0.21472904,0.9134687,0.538085
tc_384,0.23324437,0.7849092,0.7153788,0.9568123,0.708107
tc_385,0.09637034,0.36435607,0.046480324,0.12834434,0.30905002
tc_386,0.9810708,0.94335896,0.70066124,0.19516303,0.8745775
tc_388,0.99860543,0.9834669,0.98979867,0.9897501,0.92534524
tc_389,0.58327365,0.95770913,0.9199445,0.0005843413,0.9608223
tc_394,0.9926912,0.99526703,0.91434145,0.35491592,0.7559793
tc_400,0.8135016,0.8540607,0.3626887,0.864756,0.86559343
tc_402,0.98093855,0.77085394,0.75835323,0.97041774,0.97879285
tc_404,0.9967493,0.004628989,0.9499083,0.00866245,0.9910619
tc_405,0.98753333,0.96820474,0.9963876,0.9167403,0.9167403
tc_412,0.79785836,0.75205845,0.6814246,0.82700557,0.39753142
tc_417,0.123933055,0.01995153,0.070634216,0.0052271774,0.035635307
tc_418,0.39044216,0.19233005,0.29315802,0.42736432,0.0987442
tc_421,0.006297122,0.01111077,0.0050921305,0.012209082,0.0033058124
tc_434,0.9836659,0.9982318,0.9959608,0.48616394,0.9824837
tc_439,0.008561815,0.0029783398,0.020531183,0.013862201,0.025340296
tc_442,0.96758693,0.96758693,0.9477506,0.914329,0.7861209
tc_448,0.79960024,0.784073,0.92166513,0.52051103,0.33236134
tc_451,0.018738946,0.018738946,0.5536336,0.0018020854,0.009792274
tc_454,0.9997907,0.53159714,0.53809905,0.9862802,0.39508674
tc_457,0.0845171,0.38073984,0.021068254,0.013609853,0.060669784
tc_462,0.9966618,0.9993326,0.9987557,0.9946396,0.99717903
tc_467,0.9854154,0.28886247,0.5619169,0.78602594,0.78602594
tc_474,0.42402187,0.8092063,0.69574237,0.95503604,0.5876462
tc_476,0.9601056,0.725709,0.634397,0.634397,0.94583756
tc_477,0.9913428,0.0067518326,0.00075612834,0.96189255,0.0052337246
tc_479,0.025169902,0.005266842,0.033951297,0.34967902,0.08346638
tc_481,0.94879717,0.9661606,0.9661606,0.9661606,0.91255707
tc_483,0.06353123,0.30701143,0.30701143,0.4728789,0.03570246
tc_484,0.529595,0.83713716,0.16769947,0.75104314,0.65830827
tc_486,0.9841702,0.95588917,0.95563066,0.99190265,0.8010977
tc_489,0.36819538,0.5130518,0.41713536,0.14982282,0.25648853
tc_491,0.7254796,0.4397785,0.1395484,0.1891456,0.27182177
tc_493,0.62478375,0.62478375,0.89245564,0.79354256,0.64480513
tc_494,0.99897563,0.00070459093,0.84544635,0.0022815815,0.000891407
tc_495,0.17893906,0.1726066,0.109320104,0.2976138,0.060735364
tc_497,0.2681293,0.0160891,0.007296607,0.01849287,0.0006356839
tc_498,0.96373427,0.8643036,0.99934584,0.4206476,0.9800567
tc_504,0.12886913,0.79398763,0.9789627,0.3925281,0.9807411
tc_505,0.0012124302,0.8419342,0.27886504,0.0056285835,0.0008597058
tc_506,0.64769036,0.02015934,0.37307376,0.5671752,0.8998757
tc_507,0.04571152,0.0036959595,0.0011267762,0.05104039,0.35780275
tc_508,0.4262751,0.041625395,0.24100113,0.23441342,0.008565916
tc_512,0.12872228,0.7996936,0.002494271,0.0035905186,0.00091513846
tc_514,0.01819595,0.12586427,0.011090685,0.04952854,0.0035302874
tc_521,0.99911743,0.99691224,0.9981274,0.9984224,0.9973023
tc_522,0.9989936,0.99940586,0.9995172,0.99940443,0.99970895
tc_523,0.010863061,0.34667367,0.05281155,0.0021640304,0.00057887053
tc_524,0.9234678,0.8873346,0.971856,0.5053565,0.99592423
tc_526,0.14120115,0.9483106,0.9484304,0.09012322,0.60021764
tc_527,0.5518854,0.99141747,0.9885866,0.3794424,0.9855907
tc_528,0.9596349,0.9787042,0.9727482,0.9737603,0.9133308
tc_531,0.9914886,0.9962955,0.9929705,0.9908965,0.996071
tc_534,0.9878709,0.9939568,0.6401434,0.9928712,0.9205076
tc_535,0.025461975,0.033139963,0.39421606,0.4673448,0.016029224
tc_536,0.41547227,0.62979794,0.105460875,0.20791963,0.32718053
tc_545,0.9546394,0.9887072,0.8935102,0.9262952,0.9262952
tc_546,0.98658377,0.9733295,0.98368156,0.99261546,0.9653418
tc_547,0.99521196,0.9952058,0.9964395,0.98916745,0.9854069
tc_550,0.9508444,0.092244804,0.079180904,0.97453666,0.06313819
tc_553,0.7616408,0.97024494,0.97047824,0.7218617,0.8643848
tc_555,0.14676444,0.76272124,0.021232741,0.23859364,0.6742992
tc_560,0.34460133,0.5989047,0.0814998,0.010866521,0.5120398
tc_562,0.9982426,0.9971607,0.9970348,0.9942865,0.9693802
tc_565,0.0063852738,0.035538748,0.22194536,0.0048160288,0.00034072754
tc_566,0.004314862,0.016754545,0.010217794,0.007453906,0.0037159738
tc_567,0.9810378,0.9523239,0.9131696,0.95941085,0.9614084
tc_569,0.95386106,0.9923711,0.98557067,0.98557067,0.95999247
tc_570,0.8523603,0.9432918,0.5081324,0.16755942,0.16755942
tc_571,0.52877754,0.03987338,0.7898757,0.53366435,0.046718724
tc_572,0.44669116,0.54841554,0.031138595,0.056809507,0.19480923
tc_574,0.9924455,0.98386765,0.98386765,0.97320753,0.99425185
tc_575,0.16213217,0.8576288,0.016796535,0.9609449,0.80631316
tc_576,0.99339795,0.9220117,0.6417599,0.9795848,0.98205835
tc_577,0.20204273,0.091316335,0.03587919,0.24804923,0.25291982
tc_578,0.8933462,0.9622177,0.8089029,0.79702,0.6338961
tc_579,0.99149936,0.96379524,0.9927273,0.9696665,0.95034254
tc_581,0.90113616,0.82322264,0.32711634,0.803768,0.21771562
tc_582,0.9685364,0.969959,0.07492312,0.013028073,0.04660161
tc_584,0.9931451,0.9981743,0.9988758,0.99316746,0.9984345
tc_589,0.8043391,0.7232259,0.17582412,0.16714738,0.40935478
tc_591,0.9851613,0.8734091,0.9851199,0.9863165,0.99335176
tc_592,0.212195,0.7316772,0.34654588,0.046539657,0.68884224
tc_594,0.61056405,0.5147343,0.39501473,0.22837298,0.71928376
tc_597,0.98040533,0.98040533,0.98040533,0.08638054,0.0063235112
tc_598,0.9918315,0.99877185,0.9712729,0.9712729,0.9712729
tc_599,0.9636616,0.47653544,0.9831734,0.9591234,0.7968967
tc_600,0.1822313,0.67933625,0.3870614,0.0464695,0.25578243
tc_602,0.33189058,0.33189058,0.5885389,0.7381879,0.1855134
tc_605,0.9897035,0.9927101,0.9984817,0.9988194,0.9988194
tc_615,0.0049600885,0.0028898653,0.00039787177,0.0042383983,0.014751014
tc_616,0.58951294,0.7242848,0.31158453,0.5119133,0.5119133
tc_617,0.23710436,0.23710436,0.10956851,0.5101817,0.5661811
tc_618,0.7184895,0.6309349,0.988192,0.11916603,0.9311364
tc_619,0.2743672,6.9401416e-05,7.633397e-05,0.00013313483,0.0019545755
tc_620,0.9629669,0.19437504,0.22345877,0.4461273,0.2495673
tc_621,0.3839014,0.06290211,0.5803358,0.5163431,0.021820983
tc_623,0.7063139,0.97549814,0.079937905,0.9743773,0.32588276
tc_624,0.986568,0.7884524,0.93962294,0.16465509,0.5192256
tc_625,0.20218639,0.5706802,0.37913543,0.33578217,0.26634634
tc_627,0.9951519,0.989776,0.8978297,0.96139985,0.8755211
tc_628,0.9445254,0.7606747,0.26897535,0.70156217,0.24910131
tc_629,0.99619234,0.9978669,0.9378469,0.9882039,0.4935449
tc_630,0.20604873,0.24265768,0.12013101,0.14168656,0.012734093
tc_631,0.99417925,0.9985196,0.99733067,0.99837154,0.99898857
tc_632,0.7083627,0.18612209,0.98425335,0.9878235,0.33236519
tc_634,0.011862082,0.2897543,0.013575495,0.00091636257,0.002111983
tc_637,0.99797744,0.889562,0.99816066,0.96703243,0.9957698
tc_638,0.8530756,0.50975215,0.38864306,0.90894186,0.89715576
tc_639,0.63736206,0.116201095,0.8326597,0.6922419,0.84935516
tc_640,0.6265818,0.6265818,0.6265818,0.6265818,0.3644752
tc_642,0.0016015468,0.0089853015,0.0009320941,0.012861084,8.584522e-05
tc_643,0.9957617,0.699627,0.9810806,0.02514511,0.976295
tc_646,0.99732494,0.9299735,0.9965804,0.8185389,0.98608506
tc_647,0.9750294,0.99651873,0.83092636,0.408,0.2255299
tc_648,0.02150674,0.8886091,0.03686905,0.03145584,0.045079466
tc_649,0.9889819,0.97935104,0.75547457,0.98848814,0.95832074
tc_650,0.7506808,0.27101362,0.60081613,0.7990458,0.84976035
tc_651,0.98364496,0.99428177,0.9563725,0.2500251,0.94108146
tc_652,0.89471865,0.77508223,0.97548884,0.2071281,0.912285
tc_654,0.9808475,0.30768356,0.99760157,0.6420364,0.9858397
tc_655,0.98532665,0.9904022,0.989717,0.9927631,0.9879011
tc_663,0.13955355,0.11614456,0.24993066,0.12619996,0.002051992
tc_669,0.62696147,0.6023858,0.47621873,0.0008849389,0.00080401235
tc_670,0.006461702,0.9830428,0.01913199,0.001145191,0.00090625964
tc_671,0.9748941,0.8423434,0.7008271,0.91584957,0.009609416
tc_673,0.9606277,0.9497825,0.67923766,0.9574549,0.9685273
tc_674,0.9822842,0.5466397,0.9907601,0.96588504,0.972056
tc_675,0.906079,0.25465673,0.48206967,0.5477085,0.02708452
tc_676,0.79797816,0.2718457,0.82632333,0.11631593,0.8567039
tc_677,0.8457265,0.8457265,0.7263678,0.8405988,0.8405988
tc_679,0.97021705,0.9291328,0.9332291,0.9787411,0.83639395
tc_680,0.2064673,0.22798117,0.68345493,0.012031018,0.7655592
tc_681,0.99083734,0.9608211,0.9233272,0.9916664,0.9573604
tc_684,0.087526545,0.011222306,0.00057665294,0.029041586,0.0039626765
tc_685,0.05529511,0.9932921,0.39681396,0.085343346,0.043989606
tc_686,0.8921041,0.7281079,0.9652951,0.6425543,0.17685251
tc_689,0.90638006,0.78369254,0.8602091,0.8602091,0.90190184
tc_692,0.0014282613,0.0014382977,0.00012856821,0.0018156206,0.00040608912
tc_696,0.978578,0.96555895,0.51788616,0.9921577,0.7958941
tc_697,0.994089,0.99315226,0.98737645,0.99546814,0.96017265
tc_701,0.01919366,0.0022646098,0.06768102,0.008261344,0.12458106
tc_702,0.030384187,0.041005194,0.0007754609,0.013068441,0.06872621
tc_703,0.9974183,0.9977028,0.99287885,0.98094076,0.997633
tc_706,0.02969378,0.00012623602,0.003990549,0.02471636,0.010569028
tc_707,0.18745205,0.34225264,0.009815859,0.051702574,0.209387
tc_708,0.017759666,0.03865306,0.052677076,0.08484971,0.17296599
tc_709,0.53703374,0.9890947,0.8826122,0.91879874,0.9571195
tc_710,0.8208049,0.8854089,0.76751626,0.34337518,0.04754193
tc_711,0.94931215,0.760014,0.83448017,0.72162193,0.5932286
tc_712,0.014625707,0.08117667,0.8392945,0.75404084,0.81384903
tc_713,0.22603087,0.8396545,0.20873536,0.84869486,0.17647007
tc_714,0.001442745,0.0051764483,0.086451694,0.0002606689,0.0002606689
tc_716,0.53531045,0.53531045,0.78809446,0.67376107,0.20353194
tc_720,0.111683495,0.93435466,0.8813299,0.8852957,0.30364144
tc_722,0.5419031,0.9406791,0.013296735,0.7676098,0.070606574
tc_726,0.98985696,0.9934708,0.84866005,0.9692599,0.905344
tc_727,0.9983783,0.998654,0.9971769,0.99810815,0.99720925
tc_728,0.6178866,0.93772703,0.1635041,0.70888144,0.9733363
tc_729,0.95400697,0.29435688,0.990741,0.7777926,0.011897749
tc_730,0.25969428,0.2582583,0.2582583,0.2582583,0.2582583
tc_732,0.9049235,0.9478649,0.88474995,0.97320336,0.44595268
tc_733,0.9545036,0.97605103,0.6515704,0.8921601,0.6293746
tc_735,0.04739813,0.067497104,0.07063155,0.012028378,0.0054194485
tc_736,0.9908919,0.030285189,0.030043924,0.9148822,0.005323879
tc_738,0.9263271,0.98833406,0.9192475,0.9288205,0.55467266
tc_740,0.99714154,0.9284425,0.99837995,0.9976445,0.9986318
