query_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
55,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
58,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0
59,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1
60,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
64,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1
72,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
76,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1
77,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0
78,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
84,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
85,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1
86,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
87,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
88,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
89,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
92,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
93,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1
94,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1
95,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
96,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1
107,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
108,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
109,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1
110,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0
111,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
114,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
116,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
118,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1
119,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
120,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
121,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
122,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
125,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
129,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1
130,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
131,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
134,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1
135,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
136,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
139,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
144,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1
145,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
148,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
149,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
153,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
156,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
157,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
164,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1
165,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
166,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
167,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
168,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1
171,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
173,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0
174,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
176,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
183,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
186,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
187,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
195,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1
196,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
197,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
198,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
199,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
202,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
203,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1
204,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
214,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1
215,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1
216,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1
217,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1
221,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
223,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
224,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
225,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
227,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
230,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
231,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1
236,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1
237,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
239,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
240,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
241,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1
242,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
243,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
246,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
251,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1
252,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
257,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
260,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
261,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1
262,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1
263,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
265,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
266,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
267,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1
268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
272,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0
273,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
274,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
275,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
276,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1
277,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1
278,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1
281,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
282,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
283,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1
284,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
285,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1
286,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0
287,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
291,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1
292,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1
293,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
294,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
296,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1
297,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
298,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
299,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
300,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0
301,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
306,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
307,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
310,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1
311,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1
312,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
319,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
322,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
323,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0
326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
328,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
332,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
333,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1
334,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
339,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
340,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
341,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
342,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0
343,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
350,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
353,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
354,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1
355,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
356,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
359,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
362,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
363,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
364,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
369,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1
370,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1
371,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
372,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
373,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
374,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
375,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1
376,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
377,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
381,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
388,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
390,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
391,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
392,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1
393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
395,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
396,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
397,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
400,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
401,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1
402,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
403,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
404,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1
405,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
406,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
407,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1
408,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
409,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
417,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1
418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
419,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
420,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1
423,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1
424,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
425,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
426,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
430,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1
431,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1
432,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0
433,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
